Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1441,tt7322224,2023-01-18,2023-01-18,"New interview with Östlund and filmmaker and actor Johan Jonason Two new programs: one about the film’s special effects and one about a challenging day on set Trailer","Triangle of Sadness","Triangle of Sadness",https://www.imdb.com/title/tt7322224/,Movie,7.3,147,2022,"Comedy, Drama",205576,2022-09-18,"Ruben Östlund",,
1442,tt0063671,2023-02-15,2023-02-15,"Audio commentary from 2003 featuring Bogdanovich New interview with filmmaker Richard Linklater Introduction to the film from 2003 by Bogdanovich Excerpts from a 1983 interview with production designer Polly Platt","Targets","Targets",https://www.imdb.com/title/tt0063671/,Movie,7.3,90,1968,"Crime, Drama, Thriller",12994,1968-08-15,"Peter Bogdanovich",,
1443,tt0103074,2023-02-15,2023-02-15,"Two audio commentaries, featuring Scott, screenwriter Callie Khouri, and actors Geena Davis and Susan Sarandon New interviews with Scott and Khouri Documentary featuring Davis, Khouri, Sarandon, Scott, actors Michael Madsen, Christopher McDonald, and Stephen Tobolowsky, and other members of the cast and crew Boy and Bicycle (1965), Scott’s first short film Original theatrical featurette Storyboards and deleted and extended scenes, including an extended ending with director’s commentary Music video for Glenn Frey’s “Part of Me, Part of You,” from the film’s soundtrack Trailers","Thelma & Louise","Thelma & Louise",https://www.imdb.com/title/tt0103074/,Movie,7.6,130,1991,"Adventure, Crime, Drama",185605,1991-05-24,"Ridley Scott",,
1444,tt13204490,2023-02-15,2023-02-15,"New conversation between director Céline Sciamma and filmmaker Joachim Trier Trailers","Petite Maman","Petite maman",https://www.imdb.com/title/tt13204490/,Movie,7.4,73,2021,"Drama, Fantasy",19770,2022-05-06,"Céline Sciamma",,
1445,tt0057490,2023-03-15,2023-03-15,"New program on director Joseph Losey by film critic Imogen Sara Smith Rare interview from 1976 with Losey by critic Michel Ciment Interview from 1996 with screenwriter Harold Pinter Interviews with actors Dirk Bogarde, James Fox, Sarah Miles, and Wendy Craig Trailer","The Servant","The Servant",https://www.imdb.com/title/tt0057490/,Movie,7.8,116,1963,"Drama",15138,1964-03-16,"Joseph Losey",,
1446,tt1133989,2023-03-15,2023-03-15,"New audio commentary featuring Jenkins Audio commentary from 2008 featuring Jenkins, producers Justin Barber and Cherie Saulter, and editor Nat Sanders New program about the making of the film, featuring Sanders and actor Wyatt Cenac Camera test footage and blooper reel Trailer","Medicine for Melancholy","Medicine for Melancholy",https://www.imdb.com/title/tt1133989/,Movie,6.6,88,2008,"Drama, Romance",2839,2008-03-07,"Barry Jenkins",,
1447,tt0118125,2023-04-18,2023-04-18,"New interview with Dunye New conversation between Dunye and artist-filmmaker Martine Syms New conversation between Juhasz and filmmaker and film scholar Thomas Allen Harris Six early short films by Dunye","The Watermelon Woman","The Watermelon Woman",https://www.imdb.com/title/tt0118125/,Movie,7.1,85,1996,"Comedy, Drama, Romance",4453,1997-03-05,"Cheryl Dunye",,
1448,tt0088680,2023-04-18,2023-04-18,"New program featuring director Martin Scorsese interviewed by writer Fran Lebowitz Audio commentary from 2004 featuring Scorsese, Schoonmaker, director of photography Michael Ballhaus, actor and producer Griffin Dunne, and producer Amy Robinson, with additional comments recorded in 2023 Documentary about the making of the film featuring Dunne, Robinson, Schoonmaker, and Scorsese New program on the look of the film featuring costume designer Rita Ryack and production designer Jeffrey Townsend Deleted scenes Trailer","After Hours","After Hours",https://www.imdb.com/title/tt0088680/,Movie,7.6,97,1985,"Comedy, Crime, Drama, Thriller",89848,1985-10-11,"Martin Scorsese",,
1449,tt0051047,2023-04-18,2023-04-18,"Introductions to the films by filmmakers Martin Scorsese and Taylor Hackford New introduction by film critic Farran Smith Nehme on actor Randolph Scott Three audio commentaries, featuring film scholar Jeanine Basinger on The Tall T, film historian Jeremy Arnold on Ride Lonesome, and Hackford on Comanche Station Archival programs featuring interviews with director Budd Boetticher Audio conversation with Boetticher and film scholar Jim Kitses Super 8 home-movie version of Comanche Station Trailers","The Tall T","The Tall T",https://www.imdb.com/title/tt0051047/,Movie,7.3,78,1957,"Western",6718,1957-04-15,"Budd Boetticher",,
1450,tt0050296,2023-04-18,2023-04-18,"Introductions to the films by filmmakers Martin Scorsese and Taylor Hackford New introduction by film critic Farran Smith Nehme on actor Randolph Scott Three audio commentaries, featuring film scholar Jeanine Basinger on The Tall T, film historian Jeremy Arnold on Ride Lonesome, and Hackford on Comanche Station Archival programs featuring interviews with director Budd Boetticher Audio conversation with Boetticher and film scholar Jim Kitses Super 8 home-movie version of Comanche Station Trailers","Decision at Sundown","Decision at Sundown",https://www.imdb.com/title/tt0050296/,Movie,6.8,77,1957,"Western",3768,1957-10-31,"Budd Boetticher",,
1451,tt0051437,2023-04-18,2023-04-18,"Introductions to the films by filmmakers Martin Scorsese and Taylor Hackford New introduction by film critic Farran Smith Nehme on actor Randolph Scott Three audio commentaries, featuring film scholar Jeanine Basinger on The Tall T, film historian Jeremy Arnold on Ride Lonesome, and Hackford on Comanche Station Archival programs featuring interviews with director Budd Boetticher Audio conversation with Boetticher and film scholar Jim Kitses Super 8 home-movie version of Comanche Station Trailers","Buchanan Rides Alone","Buchanan Rides Alone",https://www.imdb.com/title/tt0051437/,Movie,6.8,80,1958,"Drama, Western",3492,1958-08-06,"Budd Boetticher",,
1452,tt0053220,2023-04-18,2023-04-18,"Introductions to the films by filmmakers Martin Scorsese and Taylor Hackford New introduction by film critic Farran Smith Nehme on actor Randolph Scott Three audio commentaries, featuring film scholar Jeanine Basinger on The Tall T, film historian Jeremy Arnold on Ride Lonesome, and Hackford on Comanche Station Archival programs featuring interviews with director Budd Boetticher Audio conversation with Boetticher and film scholar Jim Kitses Super 8 home-movie version of Comanche Station Trailers","Ride Lonesome","Ride Lonesome",https://www.imdb.com/title/tt0053220/,Movie,7.1,73,1959,"Western",7229,1959-02-15,"Budd Boetticher",,
1453,tt0053729,2023-04-18,2023-04-18,"Introductions to the films by filmmakers Martin Scorsese and Taylor Hackford New introduction by film critic Farran Smith Nehme on actor Randolph Scott Three audio commentaries, featuring film scholar Jeanine Basinger on The Tall T, film historian Jeremy Arnold on Ride Lonesome, and Hackford on Comanche Station Archival programs featuring interviews with director Budd Boetticher Audio conversation with Boetticher and film scholar Jim Kitses Super 8 home-movie version of Comanche Station Trailers","Comanche Station","Comanche Station",https://www.imdb.com/title/tt0053729/,Movie,7.0,73,1960,"Drama, Western",4774,1960-02-16,"Budd Boetticher",,
1454,tt0102592,2023-04-18,2023-04-18,"Audio commentary from 1999 featuring Franklin New conversation between Franklin and cowriter-actor Billy Bob Thornton Trailer","One False Move","One False Move",https://www.imdb.com/title/tt0102592/,Movie,7.1,105,1991,"Crime, Drama, Thriller",15649,1992-05-08,"Carl Franklin",,
1455,tt0087150,2023-05-16,2023-05-16,"New conversation between Wang and filmmaker and film scholar Arthur Dong Interview from 2004 with actor Laureen Chew ","Dim Sum: A Little Bit of Heart","Dim Sum: A Little Bit of Heart",https://www.imdb.com/title/tt0087150/,Movie,6.6,84,1985,"Comedy, Drama",694,1985-08-09,"Wayne Wang",,
1456,tt0056854,2023-05-16,2023-05-16,"New introduction to director Bo Widerberg by filmmaker Ruben Östlund New interviews with actor Tommy Berggren and cinematographer Jörgen Persson The Boy and the Kite (1962), a short film by Widerberg and Jan Troell, with an introduction by Troell Swedish television interviews with Widerberg from the 1960s Behind-the-scenes footage from the making of Elvira Madigan","The Baby Carriage","Barnvagnen",https://www.imdb.com/title/tt0056854/,Movie,6.7,95,1963,"Drama",719,1963-03-18,"Bo Widerberg",,
1457,tt0057237,2023-05-16,2023-05-16,"New introduction to director Bo Widerberg by filmmaker Ruben Östlund New interviews with actor Tommy Berggren and cinematographer Jörgen Persson The Boy and the Kite (1962), a short film by Widerberg and Jan Troell, with an introduction by Troell Swedish television interviews with Widerberg from the 1960s Behind-the-scenes footage from the making of Elvira Madigan","Raven's End","Kvarteret Korpen",https://www.imdb.com/title/tt0057237/,Movie,7.3,101,1963,"Drama",1863,1970-05-21,"Bo Widerberg",,
1458,tt0061620,2023-05-16,2023-05-16,"New introduction to director Bo Widerberg by filmmaker Ruben Östlund New interviews with actor Tommy Berggren and cinematographer Jörgen Persson The Boy and the Kite (1962), a short film by Widerberg and Jan Troell, with an introduction by Troell Swedish television interviews with Widerberg from the 1960s Behind-the-scenes footage from the making of Elvira Madigan","Elvira Madigan","Elvira Madigan",https://www.imdb.com/title/tt0061620/,Movie,7.0,91,1967,"Biography, Drama, Romance",3478,1967-04-24,"Bo Widerberg",,
1459,tt0065261,2023-05-16,2023-05-16,"New introduction to director Bo Widerberg by filmmaker Ruben Östlund New interviews with actor Tommy Berggren and cinematographer Jörgen Persson The Boy and the Kite (1962), a short film by Widerberg and Jan Troell, with an introduction by Troell Swedish television interviews with Widerberg from the 1960s Behind-the-scenes footage from the making of Elvira Madigan","Adalen 31","Ådalen 31",https://www.imdb.com/title/tt0065261/,Movie,7.0,115,1969,"Drama, History, Romance",1871,1969-10-22,"Bo Widerberg",,
1460,tt0181517,2023-05-16,2023-05-16,"New conversation between Smith and film scholar Michael B. Gillespie Short films by Smith, including Chronicles of a Lying Spirit by Kelly Gabron, Songs for Earth & Folk, Lessons in Semaphore, Egungun (Ancestor Can’t Find Me), Remote Viewing, and Suffolk, with a new introduction by Smith Trailer","Drylongso","Drylongso",https://www.imdb.com/title/tt0181517/,Movie,6.7,86,1998,"Drama",309,1998-10-17,"Cauleen Smith",,
1461,tt0057427,2023-06-16,2023-06-16,"New audio commentary featuring film historian Joseph McBride Filming “The Trial,” a 1981 documentary about the film’s production Archival interviews with Welles, actor Jeanne Moreau, and director of photography Edmond Richard Trailer","The Trial","Le procès",https://www.imdb.com/title/tt0057427/,Movie,7.6,119,1962,"Drama, Mystery, Thriller",25916,1962-12-21,"Orson Welles",,
1462,tt9883832,2023-06-16,2023-06-16,"Audio commentary featuring Morgen Q&A with Morgen, filmmaker Mark Romanek, and musician Mike Garson at the TCL Chinese Theatre in Hollywood Interview with rerecording mixers David Giammarco and Paul Massey Trailer","Moonage Daydream","Moonage Daydream",https://www.imdb.com/title/tt9883832/,Movie,7.6,135,2022,"Documentary, Biography, History, Music",15901,2023-04-29,"Brett Morgen",,
1463,tt0093378,2023-06-16,2023-06-16,"Audio commentaries featuring Valdez, actors Lou Diamond Phillips and Esai Morales, and producers Stuart Benjamin, Taylor Hackford, and Daniel Valdez New interview with Luis Valdez Conversation between Valdez and filmmaker Robert Rodriguez from El Rey Network’s The Director’s Chair Making-of program featuring cast and crew Audition footage Trailer","La Bamba","La Bamba",https://www.imdb.com/title/tt0093378/,Movie,7.0,108,1987,"Biography, Drama, Music",38304,1987-07-24,"Luis Valdez",,
1464,tt0022913,2023-07-18,2024-08-03,"Audio commentaries on Freaks and The Unknown and an introduction to The Mystic by film scholar David J. Skal New interview with author Megan Abbott about director Tod Browning and pre-Code horror Archival documentary on Freaks Episode from 2019 of critic Kristen Lopez’s podcast Ticklish Business about disability representation in Freaks Reading by Skal of “Spurs,” the short story by Tod Robbins on which Freaks is based Prologue to Freaks, which was added to the film in 1947 Program on the alternate endings to Freaks Video gallery of portraits from Freaks","Freaks","Freaks",https://www.imdb.com/title/tt0022913/,Movie,7.8,64,1932,"Drama, Horror",53062,1932-02-20,"Tod Browning",,
1465,tt0018528,2023-07-18,2024-08-03,"Audio commentaries on Freaks and The Unknown and an introduction to The Mystic by film scholar David J. Skal New interview with author Megan Abbott about director Tod Browning and pre-Code horror Archival documentary on Freaks Episode from 2019 of critic Kristen Lopez’s podcast Ticklish Business about disability representation in Freaks Reading by Skal of “Spurs,” the short story by Tod Robbins on which Freaks is based Prologue to Freaks, which was added to the film in 1947 Program on the alternate endings to Freaks Video gallery of portraits from Freaks","The Unknown","The Unknown",https://www.imdb.com/title/tt0018528/,Movie,7.7,68,1927,"Drama, Horror, Romance, Thriller",9901,1927-06-04,"Tod Browning",,
1466,tt0016142,2023-07-18,2024-08-03,"Audio commentaries on Freaks and The Unknown and an introduction to The Mystic by film scholar David J. Skal New interview with author Megan Abbott about director Tod Browning and pre-Code horror Archival documentary on Freaks Episode from 2019 of critic Kristen Lopez’s podcast Ticklish Business about disability representation in Freaks Reading by Skal of “Spurs,” the short story by Tod Robbins on which Freaks is based Prologue to Freaks, which was added to the film in 1947 Program on the alternate endings to Freaks Video gallery of portraits from Freaks","The Mystic","The Mystic",https://www.imdb.com/title/tt0016142/,Movie,6.7,74,1925,"Drama",562,1925-09-27,"Tod Browning",,
